Datetime,PM2.5_Mean,Visibility,Temperature,RH,WindSpeed,BLH
2024-01-04 15:00:00,247.0643333333333,692.01792,11.208984,89.27052,2.0029807,80.41478
2024-01-04 16:00:00,239.1413333333333,692.01792,11.124756,90.44098,1.9846201,77.05679
2024-01-04 17:00:00,239.75866666666667,692.01792,10.503967,93.21585,1.905165,73.97643
2024-01-04 18:00:00,234.179,595.45728,10.472107,92.637825,1.9173017,65.048454
2024-01-04 19:00:00,226.3983333333333,595.45728,10.532013,93.201256,1.7097216,62.83586
2024-01-04 20:00:00,225.63833333333332,305.77536000000003,10.408142,95.0065,1.791061,55.93345
2024-01-04 21:00:00,217.62533333333332,305.77536000000003,10.251099,95.08795,1.7528627,58.394867
2024-01-04 22:00:00,204.32066666666665,144.84096,9.310883,98.16464,1.7306721,72.43409
2024-01-04 23:00:00,193.68633333333332,144.84096,9.775726,96.85531,1.6363603,81.24499
2024-01-05 00:00:00,175.16233333333332,305.77536000000003,10.139465,95.56544,1.6241853,90.03801
2024-01-05 01:00:00,171.57766666666666,354.05568,10.369415,95.48845,1.4824959,93.760895
2024-01-05 02:00:00,162.40500000000003,354.05568,10.565735,95.8536,1.4295233,89.80496
2024-01-05 03:00:00,150.51833333333337,692.01792,10.501678,94.361275,1.4806073,125.85976
2024-01-05 04:00:00,133.51899999999998,692.01792,10.604889,92.78955,1.2326692,179.15594
2024-01-05 05:00:00,114.14900000000002,997.79328,11.598022,86.86743,0.93526745,328.5578
2024-01-05 06:00:00,115.39833333333334,1094.35392,12.177521,82.94823,0.59869415,590.7032
2024-01-05 07:00:00,113.821,1303.5686400000002,12.59021,80.48946,0.9123555,751.78204
2024-01-05 08:00:00,115.773,1303.5686400000002,14.177765,73.18111,0.7582072,679.8297
2024-01-05 09:00:00,124.79066666666668,1303.5686400000002,14.785492,69.69264,0.5664481,693.4255
2024-01-05 10:00:00,137.386,1207.008,12.662476,85.172226,0.455726,665.1467
2024-01-05 11:00:00,156.52633333333333,1094.35392,12.78241,85.65711,0.7617835,482.38837
2024-01-05 12:00:00,178.01310344827587,997.79328,12.886353,86.09188,1.1172302,201.98256
2024-01-05 13:00:00,203.15758620689655,1094.35392,12.978027,87.50984,1.423655,167.68817
2024-01-05 14:00:00,208.14379310344827,1094.35392,12.394043,90.14263,1.5491605,157.20544
2024-01-05 15:00:00,208.3444827586207,1094.35392,12.258881,91.04989,1.4258846,148.93176
2024-01-05 16:00:00,195.1886206896552,1094.35392,12.517883,90.20802,1.2436283,133.06322
2024-01-05 17:00:00,191.60620689655173,1094.35392,12.454041,90.74518,1.1312472,89.529915
2024-01-05 18:00:00,178.32931034482755,1094.35392,12.392181,90.98357,1.1185132,68.87939
2024-01-05 19:00:00,171.52689655172412,1094.35392,12.342102,91.25942,1.131862,75.21206
2024-01-05 20:00:00,161.9789655172414,997.79328,11.68338,94.04767,1.2410216,82.598526
2024-01-05 21:00:00,156.70000000000002,997.79328,11.873413,92.916336,1.2551845,81.44835
2024-01-05 22:00:00,152.0651724137931,997.79328,11.53418,93.11306,0.86308545,66.807045
2024-01-05 23:00:00,141.5644827586207,997.79328,11.472595,92.79421,0.89625597,75.41482
2024-01-06 00:00:00,130.06655172413795,997.79328,11.639496,92.14699,1.2581868,89.97908
2024-01-06 01:00:00,120.3651724137931,997.79328,11.205353,92.7741,1.4155469,107.981544
2024-01-06 02:00:00,111.83655172413792,997.79328,11.286224,92.67774,1.6633675,131.64676
2024-01-06 03:00:00,108.88413793103447,1094.35392,11.03064,92.02997,1.831773,189.38329
2024-01-06 04:00:00,111.7796551724138,1207.008,10.532501,90.8022,1.812524,328.5582
2024-01-06 05:00:00,114.40310344827589,1303.5686400000002,11.555725,85.85996,1.7238761,586.73975
2024-01-06 06:00:00,119.5803448275862,1303.5686400000002,12.038513,81.68809,1.6507293,804.97186
2024-01-06 07:00:00,126.83827586206895,1303.5686400000002,12.432434,77.64783,1.4489965,968.2068
2024-01-06 08:00:00,131.22464285714287,1303.5686400000002,14.1449585,71.152855,1.3019918,1034.9797
2024-01-06 09:00:00,144.6334482758621,1303.5686400000002,14.5755005,69.22137,1.0879123,1028.802
2024-01-06 10:00:00,162.2948275862069,1496.68992,13.433502,73.68032,0.39829016,979.20844
2024-01-06 11:00:00,173.68678571428572,1496.68992,13.546539,73.17651,0.8170656,923.731
2024-01-06 12:00:00,191.4010714285714,1496.68992,13.773773,73.30457,1.0853667,337.94638
2024-01-06 13:00:00,197.09392857142856,1496.68992,13.458527,75.58516,1.0378313,53.62746
2024-01-06 14:00:00,214.7042857142857,1496.68992,12.420441,81.34621,0.38084692,30.00699
2024-01-06 15:00:00,201.4851724137931,1496.68992,11.25235,85.593864,0.7678435,24.843086
2024-01-06 16:00:00,205.81586206896552,1496.68992,10.795807,88.873276,1.2649213,28.538965
2024-01-06 17:00:00,211.1334482758621,1207.008,9.820038,93.43516,1.471203,29.478548
2024-01-06 18:00:00,219.11896551724135,1207.008,9.8194275,93.78753,1.4399134,28.689238
2024-01-06 19:00:00,221.85827586206892,997.79328,9.479034,94.73871,1.3596802,27.131844
2024-01-06 20:00:00,227.91310344827588,901.23264,9.378998,95.086334,1.3425068,27.081554
2024-01-06 21:00:00,228.0341379310345,1207.008,8.823059,95.666306,1.4465301,30.433578
2024-01-06 22:00:00,227.02586206896552,1303.5686400000002,8.834106,96.1459,1.2760373,27.331507
2024-01-06 23:00:00,211.75035714285715,1400.12928,8.757751,96.63521,1.3149536,29.28079
2024-01-07 00:00:00,207.7932142857143,1400.12928,8.779785,94.64576,1.174786,30.58662
2024-01-07 01:00:00,189.37586206896555,1400.12928,8.820343,94.75016,0.7710585,28.20201
2024-01-07 02:00:00,163.14724137931032,1400.12928,8.979614,93.33534,0.48280537,32.65624
2024-01-07 03:00:00,147.62655172413793,1496.68992,8.999664,92.96891,0.34914723,41.25188
2024-01-07 04:00:00,130.46310344827586,1496.68992,9.1474,91.51221,0.28624558,62.924824
2024-01-07 05:00:00,125.39551724137932,1496.68992,11.148193,83.79432,0.31497723,211.02785
2024-01-07 06:00:00,128.44827586206895,1496.68992,12.399933,76.37518,0.47294793,475.41086
2024-01-07 07:00:00,132.53689655172414,1496.68992,12.631622,74.781975,0.62688863,669.53766
2024-01-07 08:00:00,134.3896551724138,1496.68992,15.181427,66.99496,0.878345,799.6179
2024-01-07 09:00:00,141.08827586206897,1802.46528,15.696228,64.03914,1.1199654,901.51526
2024-01-07 10:00:00,147.2975862068965,2092.1472000000003,13.995148,74.736725,1.2641729,853.2302
2024-01-07 11:00:00,156.97379310344826,1899.02592,13.735138,74.326164,1.1128964,775.8512
2024-01-07 12:00:00,164.82344827586206,2204.80128,14.675903,70.414894,0.939263,48.4306
2024-01-07 13:00:00,166.3248275862069,2204.80128,14.038208,73.004814,0.81819177,22.542524
2024-01-07 14:00:00,174.29758620689657,2204.80128,12.315155,79.24144,0.905575,21.563932
2024-01-07 15:00:00,171.13724137931035,2092.1472000000003,11.390991,83.84831,0.9990249,24.488195
2024-01-07 16:00:00,178.82793103448276,2092.1472000000003,11.360901,85.011314,1.2015356,28.418869
2024-01-07 17:00:00,173.80172413793105,1899.02592,10.030579,89.38216,1.3445414,28.575579
2024-01-07 18:00:00,186.8596551724138,1899.02592,9.50882,90.83248,1.4422622,24.389576
2024-01-07 19:00:00,202.9186206896552,1802.46528,9.487976,91.14109,1.3487586,21.006174
2024-01-07 20:00:00,206.18344827586205,1705.9046400000002,9.418884,91.96635,1.212834,19.982395
2024-01-07 21:00:00,199.98241379310343,1705.9046400000002,8.158783,93.210945,1.4233763,21.23965
2024-01-07 22:00:00,199.52241379310345,1593.25056,8.265564,94.68669,1.3181839,23.906448
2024-01-07 23:00:00,187.5775862068965,1400.12928,8.027954,95.11945,1.294023,25.924267
2024-01-08 00:00:00,177.95379310344828,1207.008,8.447113,94.68571,1.3115268,29.637695
2024-01-08 01:00:00,162.68379310344827,1094.35392,8.437561,95.25827,1.2400095,33.87682
2024-01-08 02:00:00,147.1634482758621,804.672,8.824799,94.81502,1.0906181,35.795784
2024-01-08 03:00:00,145.02310344827586,804.672,8.77124,95.9868,0.72669274,51.61168
2024-01-08 04:00:00,144.8551724137931,804.672,8.7065735,94.26655,0.4063777,105.26525
2024-01-08 05:00:00,152.19285714285712,901.23264,10.115021,90.0084,0.4114705,238.0069
2024-01-08 06:00:00,156.24655172413793,901.23264,11.0815735,81.76069,0.4817486,510.01962
2024-01-08 07:00:00,160.5441379310345,804.672,11.648956,80.41556,0.6114464,636.0606
2024-01-08 08:00:00,169.7510344827586,804.672,13.98645,73.85901,0.74089336,707.40704
2024-01-08 09:00:00,178.22827586206895,804.672,14.6744995,70.04438,0.94675744,731.8895
2024-01-08 10:00:00,207.48,997.79328,13.2855835,79.63612,0.7510551,716.5092
2024-01-08 11:00:00,234.51517241379312,997.79328,13.095978,80.30985,0.9084249,624.42706
2024-01-08 12:00:00,271.64,901.23264,13.721161,77.61786,1.589283,61.902035
2024-01-08 13:00:00,292.4306896551724,804.672,13.461151,79.38264,1.9612566,36.54719
2024-01-08 14:00:00,290.30896551724135,595.45728,12.684845,82.162285,1.9460596,28.741022
2024-01-08 15:00:00,305.0844827586207,595.45728,12.3229065,85.03379,1.6981983,24.62037
2024-01-08 16:00:00,316.58137931034486,595.45728,11.481934,88.66932,1.5852302,23.59683
2024-01-08 17:00:00,318.0886206896552,354.05568,10.983307,91.17024,1.7096236,25.086245
2024-01-08 18:00:00,315.76758620689657,305.77536000000003,10.622345,92.60732,1.6738206,26.60562
2024-01-08 19:00:00,295.58206896551724,193.12128,10.08017,94.71615,1.7803289,31.76387
2024-01-08 20:00:00,306.05482758620684,48.28032,9.5164795,96.57992,1.8908393,42.199482
2024-01-08 21:00:00,268.9237931034483,96.56064,9.700348,95.96279,2.0643528,55.817947
2024-01-08 22:00:00,224.92896551724132,96.56064,9.627075,95.85827,2.0797627,65.31328
2024-01-08 23:00:00,208.4382758620689,305.77536000000003,9.517395,96.28044,2.0505419,76.48168
2024-01-09 00:00:00,187.0875862068966,305.77536000000003,9.802704,95.71822,1.9202116,84.19318
2024-01-09 01:00:00,160.1448275862069,305.77536000000003,9.836304,95.74314,1.8723117,90.59335
2024-01-09 02:00:00,144.57999999999998,305.77536000000003,10.021973,95.21679,1.6494207,89.476715
2024-01-09 03:00:00,132.2755172413793,498.89664,10.131012,92.99104,1.4035469,106.41416
2024-01-09 04:00:00,123.17379310344828,595.45728,10.176544,91.31673,0.8435328,140.24893
2024-01-09 05:00:00,122.79103448275862,804.672,10.992554,86.677505,0.9756881,232.48291
2024-01-09 06:00:00,128.8548275862069,997.79328,12.377228,82.41789,1.5973096,404.09366
2024-01-09 07:00:00,141.26620689655172,997.79328,12.774567,82.26629,2.301652,607.76715
2024-01-09 08:00:00,151.88344827586204,1496.68992,14.344421,76.808945,2.739839,809.0875
2024-01-09 09:00:00,158.0841379310345,1496.68992,14.989349,73.404434,2.8123748,904.7321
2024-01-09 10:00:00,159.67137931034483,1400.12928,13.628326,78.218254,2.9141355,797.0143
2024-01-09 11:00:00,150.85333333333332,1400.12928,13.438477,78.74764,2.9859931,690.53046
2024-01-09 12:00:00,145.422,1400.12928,13.325134,79.87185,2.3676012,308.94208
2024-01-09 13:00:00,139.2858620689655,1496.68992,12.688202,83.87637,2.639849,176.26051
2024-01-09 14:00:00,128.56233333333333,1496.68992,11.828705,86.37982,2.724111,165.80115
2024-01-09 15:00:00,121.42233333333334,1802.46528,11.3689575,88.17022,2.766528,166.07954
2024-01-09 16:00:00,118.99266666666666,1802.46528,11.084534,89.29022,2.6587245,156.14055
2024-01-09 17:00:00,114.52133333333332,1802.46528,10.240631,91.514275,2.3743842,134.45969
2024-01-09 18:00:00,117.97366666666667,2204.80128,9.962982,91.557236,2.2390504,114.90848
2024-01-09 19:00:00,118.31466666666668,2204.80128,9.61554,91.31927,2.2620575,107.87494
2024-01-09 20:00:00,115.25066666666666,2204.80128,9.151886,91.77303,2.3521786,110.04569
2024-01-09 21:00:00,108.22433333333332,2204.80128,9.377197,91.31943,2.5838475,119.27772
2024-01-09 22:00:00,101.656,1899.02592,8.329285,93.23228,2.3143806,115.08079
2024-01-09 23:00:00,103.65066666666668,1496.68992,8.20755,94.34523,2.6873884,139.62445
2024-01-10 00:00:00,107.36933333333332,1400.12928,8.123413,93.24318,2.893626,162.6341
2024-01-10 01:00:00,108.93733333333331,1094.35392,8.115326,93.095955,2.862275,165.00577
2024-01-10 02:00:00,109.03166666666668,997.79328,7.9317017,93.921165,2.9021716,164.7875
2024-01-10 03:00:00,114.06733333333334,804.672,7.8587646,92.79033,3.255631,195.90543
2024-01-10 04:00:00,111.13733333333334,901.23264,7.872589,90.93921,3.2730973,251.11934
2024-01-10 05:00:00,102.79166666666669,1094.35392,8.817749,84.92714,3.2480645,314.22784
2024-01-10 06:00:00,101.83866666666668,1303.5686400000002,10.317383,77.50496,3.3097966,377.8804
2024-01-10 07:00:00,105.65833333333332,1496.68992,10.742554,75.09398,3.4483533,437.7682
2024-01-10 08:00:00,109.479,1496.68992,13.73764,65.31769,3.4522755,498.2906
2024-01-10 09:00:00,118.19933333333331,1496.68992,14.96994,63.140106,3.4439595,548.9582
2024-01-10 10:00:00,133.21166666666667,1496.68992,13.384155,67.82963,3.5296147,547.4181
2024-01-10 11:00:00,154.72566666666668,1496.68992,13.223175,69.60851,3.2996242,518.9576
2024-01-10 12:00:00,166.8273333333333,1496.68992,13.224304,70.75056,1.9823087,231.6475
2024-01-10 13:00:00,168.58933333333331,1496.68992,12.448395,75.61095,2.337889,108.35575
2024-01-10 14:00:00,178.75633333333332,997.79328,10.805695,82.5345,2.7158492,122.4042
2024-01-10 15:00:00,180.90500000000003,1207.008,10.021301,85.34931,2.7558012,129.996
2024-01-10 16:00:00,180.9863333333333,997.79328,9.652313,87.36792,2.502167,114.40527
2024-01-10 17:00:00,193.093,804.672,8.601776,90.08622,2.2633977,94.65167
2024-01-10 18:00:00,197.85800000000003,804.672,8.921082,89.51828,2.0655475,79.91605
2024-01-10 19:00:00,203.6966666666667,595.45728,8.370422,90.83012,2.0203674,72.975
2024-01-10 20:00:00,217.947,595.45728,8.086304,93.37384,2.1112094,74.27978
2024-01-10 21:00:00,227.2873333333333,498.89664,8.238159,92.882866,2.1873224,77.75882
2024-01-10 22:00:00,219.7903333333333,305.77536000000003,7.4511414,95.307945,2.2670133,91.18826
2024-01-10 23:00:00,209.851,96.56064,7.354553,94.28969,2.4019892,110.78288
2024-01-11 00:00:00,184.55633333333333,96.56064,7.1318665,92.978745,2.3548632,120.769295
2024-01-11 01:00:00,172.5016666666667,305.77536000000003,7.106659,92.898056,2.3485572,133.27222
2024-01-11 02:00:00,164.31733333333332,595.45728,6.9962463,91.993126,2.405971,144.84146
2024-01-11 03:00:00,158.6843333333333,595.45728,7.318573,90.32788,2.5919564,174.06844
2024-01-11 04:00:00,153.65466666666666,595.45728,7.901428,90.20507,2.4249055,198.59312
2024-01-11 05:00:00,154.8,997.79328,11.322845,82.87944,2.2899983,254.9788
2024-01-11 06:00:00,155.02233333333334,1207.008,13.172791,71.63644,2.074762,321.43307
2024-01-11 07:00:00,152.45366666666666,1207.008,13.745941,67.27612,2.2348955,385.2564
2024-01-11 08:00:00,156.18166666666667,1496.68992,16.230072,57.87115,2.5666275,457.7186
2024-01-11 09:00:00,175.32344827586206,1496.68992,16.89981,54.879604,2.891092,513.4835
2024-01-11 10:00:00,183.29310344827587,1496.68992,15.094696,63.755333,2.7989192,507.2672
2024-01-11 11:00:00,206.6385714285714,1496.68992,14.977142,63.849335,2.666016,468.8297
2024-01-11 12:00:00,219.9022222222222,1496.68992,14.336761,68.90891,2.1219199,164.37505
2024-01-11 13:00:00,216.8492857142857,1496.68992,13.216583,73.88804,2.2764492,77.81999
2024-01-11 14:00:00,203.46633333333332,1496.68992,11.021423,81.78202,2.2740228,68.426025
2024-01-11 15:00:00,187.3646666666667,1496.68992,9.359039,88.63934,2.2269328,65.05728
2024-01-11 16:00:00,178.23166666666668,1496.68992,8.959137,88.46347,2.2112465,63.604218
2024-01-11 17:00:00,174.872,1496.68992,7.565155,91.96615,2.1811845,63.969444
2024-01-11 18:00:00,191.09066666666664,1496.68992,7.577881,91.44904,2.258919,70.08895
2024-01-11 19:00:00,221.99066666666667,1207.008,7.422638,91.56777,2.5625353,88.7598
2024-01-11 20:00:00,244.46266666666665,901.23264,6.8849792,93.56907,2.443071,95.4459
2024-01-11 21:00:00,255.7693333333333,804.672,6.78598,93.96441,2.2367463,87.63045
2024-01-11 22:00:00,258.137,193.12128,6.338318,95.506645,2.0888944,68.27673
2024-01-11 23:00:00,236.511,0.0,6.3615723,95.30424,2.0520911,68.894905
2024-01-12 00:00:00,219.259,0.0,6.479645,94.06969,2.0920043,67.74236
2024-01-12 01:00:00,186.3263333333333,0.0,6.513672,94.33551,2.1640313,69.86488
2024-01-12 02:00:00,174.28206896551723,0.0,6.6151733,92.90955,1.9646747,65.54367
2024-01-12 03:00:00,162.04551724137934,0.0,7.055084,93.00574,2.398508,90.756546
2024-01-12 04:00:00,157.3551724137931,96.56064,8.262543,89.32046,2.2674646,162.6644
2024-01-12 05:00:00,147.10172413793103,498.89664,11.517853,77.98452,2.3968222,267.43674
2024-01-12 06:00:00,136.113,901.23264,14.011475,66.39736,2.5717895,384.59882
2024-01-12 07:00:00,120.401,1303.5686400000002,14.200531,63.812798,2.596744,501.6432
2024-01-12 08:00:00,127.21433333333331,1496.68992,17.193298,52.78422,2.7448914,600.5416
2024-01-12 09:00:00,137.61333333333334,1705.9046400000002,17.74179,50.33245,2.6679676,653.83026
2024-01-12 10:00:00,147.98300000000003,1705.9046400000002,15.973541,59.64555,2.4982896,624.5063
2024-01-12 11:00:00,176.85,1705.9046400000002,15.780975,62.085396,2.30204,526.72504
2024-01-12 12:00:00,206.1913333333333,1705.9046400000002,14.471436,69.14498,2.2415292,126.21555
2024-01-12 13:00:00,195.345,1705.9046400000002,12.611694,73.31867,2.2520146,75.03511
2024-01-12 14:00:00,174.91103448275862,1496.68992,10.651947,80.350555,2.2229962,66.922195
2024-01-12 15:00:00,155.3048275862069,1496.68992,9.387848,85.91147,2.2232883,56.843506
2024-01-12 16:00:00,145.50344827586207,1303.5686400000002,9.683136,84.440384,2.2958071,48.898663
2024-01-12 17:00:00,141.65214285714285,997.79328,8.657227,87.65748,2.439813,38.5185
2024-01-12 18:00:00,162.69107142857143,997.79328,9.005096,86.23427,1.7109599,25.20089
2024-01-12 19:00:00,227.2383333333333,901.23264,8.486023,88.377655,1.06067,17.356417
2024-01-12 20:00:00,279.0179310344828,804.672,7.6026917,91.59575,1.14784,17.28101
2024-01-12 21:00:00,302.2076666666666,804.672,7.326782,93.1169,1.3455498,21.161654
2024-01-12 22:00:00,306.5524137931035,595.45728,6.4533386,95.135864,1.3233991,23.794218
2024-01-12 23:00:00,313.40833333333336,595.45728,6.4625854,95.25865,1.115168,20.318146
2024-01-13 00:00:00,293.595,498.89664,6.7795715,95.31236,0.75084025,20.747368
2024-01-13 01:00:00,286.2983333333333,498.89664,6.825989,96.24202,0.4618734,26.752216
2024-01-13 02:00:00,270.48266666666666,402.336,7.188568,95.5846,0.4685825,37.685524
2024-01-13 03:00:00,251.42241379310343,354.05568,6.8189697,97.25989,0.37320945,48.742958
2024-01-13 04:00:00,234.4206896551724,498.89664,6.6323547,98.3219,0.107439876,49.424706
2024-01-13 05:00:00,224.57724137931035,595.45728,10.545502,90.63484,0.2913596,105.66049
2024-01-13 06:00:00,219.02366666666663,901.23264,12.964081,77.066505,0.54293275,206.70123
